,0,1,2,3,4,5
0,25495888.0,112.0,0.0,0.0,0.0,0.0
1,25495799.817312688,147.81953238446246,0.0,47.27275492297495,0.0,5.0904
2,25495676.017126273,199.5608297901632,0.0,112.58952616039495,0.05200003041527246,11.780517746873816
3,25495501.231815323,274.02029773452057,0.0,203.78692829336217,0.1758485091917069,20.78511014002077
4,25495253.513491523,380.90781848351014,0.0,332.0548160250494,0.4000141303144053,33.1238598379435
5,25494901.5147358,534.0947607673461,0.0,513.3731302705683,0.7652744279419598,50.25209874447491
6,25494400.46222047,753.3962574130326,0.0,770.5640099566681,1.3299848712395845,74.2475272949926
7,25493686.407079756,1067.1160986760335,0.0,1136.2223153527184,2.17760528219192,108.07690093166495
8,25465927.181628883,512.1551638405656,898.0978982287321,1502.2694585839936,2.7623915503485668,27157.533458923546
9,25460720.654114835,682.1321525000851,791.4718538677063,1666.32813581288,3.0659603886679014,32136.34778259984
10,25375892.829490777,372.74740588772937,1224.0465985046467,1867.7342936025464,3.4270159171568726,116639.21519531353
11,25372359.96535872,551.5906602999604,1037.4015007598637,2093.827599596083,4.691710488429511,119952.5231701461
12,25348987.27427984,273.88776632562644,1343.4091449210275,2287.485383027089,5.774369537466985,143102.16905634786
13,25333528.284757864,280.0184042748559,1229.838591517802,2348.7445821795395,6.694723453732362,158606.41894071043
14,25333758.85869121,477.126136720326,1045.7625506482236,2513.0271233820536,8.038992858472387,158197.18650518448
15,25266071.392532643,252.42793844136781,1270.9537263565708,2630.751558390532,9.24274174934534,225765.2315024248
16,25250314.929463286,321.1778258256621,1093.9475195869736,2718.9907749382182,10.915359618080338,241540.03905675336
17,25199611.669455074,180.1538308162203,1176.6070841593198,2654.623079570981,11.398543007820795,292365.5480073729
18,25189586.50505709,195.2732357710691,1047.12455198406,2544.452868013388,11.83969804060549,302614.80458910525
19,25115457.249192968,120.28644002653863,1046.8344593505944,2453.347591323272,12.291918230773728,376909.99039810686
20,25114660.060299832,174.38291971092897,887.2549083866659,2386.0026280788707,13.113234014619804,377879.18600998016
21,25111227.323976744,241.31877413737618,754.7402263032398,2440.121204725883,14.781571008461068,381321.7142470874
22,25112066.603757072,344.37923778128777,646.6731501702324,2398.6438933761297,15.545743031733746,380528.15421857097
23,25041129.05260289,194.645794265186,821.8270477279027,2337.291224326118,15.955518077852485,451501.2278127176
24,25030191.48589547,282.94691888551,696.9808128995808,2244.6512765310517,16.33443934148156,462567.6006568726
25,25029513.220832232,431.8158953607861,595.8290868544345,2253.895005972974,17.031247323136757,463188.20793225744
26,24952641.971165407,221.8005213599148,866.673363454747,2281.1716856532894,17.732983694921487,539970.6502804331
27,24954991.729862954,378.35601065732203,743.7671540695325,2272.1416930658434,18.221380701507748,537595.7838985603
28,24914423.019853715,194.5240616164295,933.0874834484877,2408.7688927488553,19.940870263729796,578020.658838211
29,24913666.69141964,222.4017076809749,831.9036910397668,2375.883097408534,20.880396052982167,578882.2396881775
30,24913181.70247068,285.1533886153087,715.8903897051089,2333.485054818981,21.723820539519405,579462.0448756486
31,24915727.465659652,397.5309593687272,606.9271908914316,2282.460177858827,22.24201140371635,576963.3740008234
32,24915478.728744864,530.4896915471829,519.8575666063211,2339.0544979011634,23.32330197409268,577108.5461971074
33,24861339.593896214,263.6941571755785,880.277616463586,2453.483622961171,24.596858184395053,631038.353848999
34,24863226.436502077,320.26979094864,780.5975146434314,2530.238787054934,26.26476303249032,629116.1926422408
35,24860753.905619662,444.10561066214575,676.2880381845562,2468.3496393079017,26.666333632729334,631630.6847585493
36,24831410.13674167,217.50907781560528,945.9511092351325,2499.2411778081078,27.574955540491164,660899.5869379273
37,24827356.5141684,216.96790720595246,872.5148630628194,2462.256975294059,28.526959909745806,665063.2191261218
38,24829427.40579534,395.60179482226073,739.7155421966474,2716.431287172958,31.225742455874524,662689.6198380105
39,24750914.737766147,198.1157728227295,953.6069205072422,2688.761354936582,32.06322465204863,741212.7149609309
40,24753115.542747397,319.38039548461336,808.6161899259093,2642.730795737174,32.90919534123062,739080.8206761115
41,24688241.46479261,188.0301647388259,925.4299691138011,2580.3026148985464,33.56560783935056,804031.2068508002
42,24680395.972097542,220.0990691985595,815.037477460395,2491.7289551747554,34.30589653285617,812042.8565040934
43,24646738.852132432,131.08879643327984,868.0438419902036,2381.3286084512815,34.68241815385861,845846.0042025453
44,24649183.504188508,140.30267347349698,778.853051287988,2347.8925733434507,35.83383912424106,843513.6136742668
45,24650244.410158116,187.51316182131333,673.0169670627942,2301.4953881755787,36.86547130230533,842556.6988535232
46,24598433.404556382,122.35638141024033,695.8906525718324,2171.39507601744,37.19631868312236,894539.7570149312
47,24600514.649687942,123.40092599056626,630.0176170807675,2098.2169542197794,38.01989973397661,892595.6949150346
48,24604897.56133966,171.54291038127383,543.1797100881455,2084.445884267511,39.200165096732846,888264.0699904984
49,24605915.414446674,265.3108950225109,463.26734276951623,2006.679843810816,39.64805587000079,887309.6794158521
50,24565929.548453093,137.41161877154153,606.6796585949464,1974.8982188099906,40.34078027192274,927311.1212704581
51,24568371.8087366,149.90928423300466,564.2120411852901,1874.3932004276085,40.669930351597664,924999.0068072034
52,24543812.213532425,90.80078167965885,591.7765441371711,1772.4698299149495,40.93410097697881,949691.8052108623
53,24544574.930988345,75.44944034774132,546.4207105528512,1654.446326878754,41.16357252431881,949107.5889613525
54,24475126.05887724,38.686242147507656,524.9173425443564,1613.0813312805205,41.953786813211714,1018655.3024199675
