,0,1,2,3
0,47.272754922974954,47.272754922974954,52.90961238446243,52.90961238446243
1,65.36877126783526,112.64152619081021,74.29707985224593,127.20669223670836
2,91.32125061174366,203.9627768025539,104.91045496203833,232.1171471987467
3,128.49205335280988,332.45483015536377,148.70027798030003,380.8174251790467
4,181.68357454314645,514.1384046985102,211.30966630623476,592.1270914852814
5,257.7555901293975,771.8939948279076,300.79901619117607,892.9261076764575
6,366.5059258070027,1138.3999206349104,428.68057618165545,1321.606683858113
7,449.32365922697295,1587.7235798618833,502.48926062223404,1824.095944480347
8,308.30628697030187,1896.0298668321852,236.3767626264472,2060.472707106794
9,226.7603380915107,2122.790204923696,110.56768407059207,2171.040391177386
10,175.91003452107321,2298.700239444769,51.55341327969477,2222.5938044570808
11,141.7850144795296,2440.485253924299,24.47736708820683,2247.0711715452876
12,116.50489347157566,2556.9901473958744,11.340889506687876,2258.4120610519753
13,97.46268882140441,2654.4528362172787,5.890704391227299,2264.3027654432026
14,101.09597716653823,2755.548813383817,31.802826754043643,2296.105592197246
15,82.17865295032769,2837.727466334145,16.602367541449063,2312.707959738695
16,67.11732817627176,2904.8447945104167,7.618319610164923,2320.32627934886
17,55.884620678251885,2960.7294151886686,3.744588488896407,2324.070867837757
18,48.091291663364814,3008.8207068520333,3.6725667969362386,2327.743434634693
19,41.60836657444665,3050.42907342648,3.804939278448115,2331.5483739131414
20,36.11856368590178,3086.547637112382,3.901678453085246,2335.450052366227
21,41.174071872339,3127.721708984721,18.5295423226371,2353.979594688864
22,33.51208192766032,3161.233790912381,10.655379236437184,2364.634973925301
23,34.06785003946098,3195.3016409518423,15.82111396137494,2380.456087886676
24,27.95390022118594,3223.255541173028,9.491054086145633,2389.9471419728216
25,24.860468309672243,3248.1160094827005,8.275587425811803,2398.2227293986334
26,21.56922833900629,3269.685237821707,6.4361742183653705,2404.658903616999
27,18.961394140941415,3288.6466319626484,5.444842367027642,2410.103745984027
28,17.039379073788805,3305.6860110364373,5.195929350658341,2415.299675334685
29,15.530935342690581,3321.216946379128,5.205437367753898,2420.505112702439
30,14.235355800080358,3335.4523021792083,5.186002662432999,2425.691115364872
31,16.61567433527211,3352.0679765144805,10.38996524338176,2436.0810806082536
32,17.64426173447631,3369.712238248957,12.480748851665311,2448.561829459919
