,0,1,2,3
33,15.709545877458883,3385.421784126416,9.706963298008038,2458.268792757927
34,14.02571914727002,3399.447503273686,7.735711009621005,2466.0045037675477
35,12.99219810937786,3412.439701383064,6.972107920491404,2472.976611688039
36,12.562393923726086,3425.00209530679,7.116759494788736,2480.093371182828
37,11.836323962786306,3436.838419269576,6.673317336893798,2486.766688519722
38,11.45664355382283,3448.295062823399,6.722203412022103,2493.488891931744
39,11.153723308667296,3459.4487861320663,6.784010575119013,2500.272902506863
40,10.948549715392168,3470.3973358474586,6.90373963152585,2507.1766421383886
41,10.673152347340675,3481.0704881947995,6.833660754499095,2514.010302892888
42,10.557177926277571,3491.6276661210773,6.961637683540946,2520.971940576429
43,10.368942670160482,3501.9966087912376,6.914583382767974,2527.886523959197
44,10.26148131341466,3512.258090104652,6.960347816887717,2534.8468717760848
45,10.218808082358978,3522.476898187011,7.064360149694185,2541.911231925779
46,10.354568641529584,3532.8314668285407,7.3936688414816425,2549.3049007672603
47,10.334268880182767,3543.1657357087233,7.4167881949417165,2556.721688962202
48,10.555569223604419,3553.7213049323277,7.790418101239588,2564.5121070634414
49,10.710240201686501,3564.4315451340144,7.997698038989045,2572.5098051024306
50,11.030418600359226,3575.4619637343735,8.42370016994588,2580.9335052723764
51,11.481520302915786,3586.943484037289,8.985904821879899,2589.9194100942564
52,12.045339323717569,3598.988823361007,9.644297146920476,2599.563707241177
53,13.6165099484797,3612.6053333094865,11.736492279042585,2611.3001995202194
54,14.00732851285268,3626.6126618223393,11.762291974135788,2623.062491494355
55,16.191933856514975,3642.804595678854,14.56014130079677,2637.6226327951517
56,16.034561636163495,3658.8391573150175,13.468481481478355,2651.09111427663
57,18.85478535876485,3677.693942673782,17.1492124573265,2668.2403267339564
58,20.283374176857627,3697.97731685064,18.23482496842616,2686.4751517023824
59,22.686414549612067,3720.663731400252,20.76897496341997,2707.2441266658025
60,24.09150831070813,3744.75523971096,21.56227574321254,2728.806402409015
61,24.708204394002497,3769.4634441049625,21.246043757502033,2750.052446166517
62,30.701165152897087,3800.1646092578594,29.234436749339793,2779.2868829158565
63,32.4788098106779,3832.6434190685372,29.768790888463705,2809.05567380432
64,37.393439387537036,3870.0368584560742,35.248085451913745,2844.3037592562337
65,41.295744376789116,3911.3326028328634,38.617115137923705,2882.920874394157
66,45.417683835060956,3956.7502866679242,42.15325860430135,2925.0741329984585
67,51.67279734147162,4008.423084009396,48.72473950777765,2973.798872506236
68,59.30371187675256,4067.7267958861485,56.732778642415056,3030.5316511486512
69,68.58948519177906,4136.316281077928,66.46078915919666,3096.992440307848
70,79.367956915832,4215.68423799376,77.50543581982011,3174.497876127668
71,95.58045754671494,4311.264695540474,95.70786854247507,3270.205744670143
72,109.92312555749812,4421.187821097972,109.11352836987228,3379.319273040015
73,123.40004058939712,4544.587861687369,120.30338707266776,3499.6226601126828
74,150.6153332935133,4695.2031949808825,151.6796932492793,3651.302353361962
75,174.42640813395528,4869.629603114838,174.3486481758289,3825.651001537791
76,203.5394878996117,5073.16909101445,203.31842477656667,4028.969426314358
77,232.39018338913382,5305.559274403584,229.48194121625414,4258.451367530612
78,265.23867909464497,5570.797953498229,260.0486197164904,4518.499987247102
79,319.9448156782469,5890.742769176476,321.3437470992946,4839.843734346397
80,377.56009347544955,6268.302862651925,380.32023696540523,5220.163971311802
81,461.409068370701,6729.711931022626,473.35721106214913,5693.521182373951
82,533.8167246401596,7263.528655662786,539.2754958545935,6232.796678228545
83,373.6951612347326,7637.223816897519,252.32077891447187,6485.1174571430165
84,326.3329185796258,7963.556735477145,187.75853187711948,6672.875989020136
85,289.31614362917185,8252.872879106317,148.10133148343462,6820.977320503571
86,233.40649070493134,8486.279369811247,84.05683047787684,6905.034150981448
87,182.4575525373058,8668.736922348553,34.721662862717885,6939.7558138441655
88,148.23593614986274,8816.972858498415,14.272738219165022,6954.028552063331
89,122.99275719749112,8939.965615695906,5.865303152204514,6959.893855215535
