47.27275492,47.27275492,52.90961238,52.90961238
65.36877127,112.6415262,74.29707985,127.2066922
91.32125061,203.9627768,104.910455,232.1171472
128.4920534,332.4548302,148.700278,380.8174252
181.6835745,514.1384047,211.3096663,592.1270915
257.7555901,771.8939948,300.7990162,892.9261077
366.5059258,1138.399921,428.6805762,1321.606684
449.320852,1587.720773,502.4850498,1824.091734
347.1677657,1934.888538,294.6696574,2118.761391
260.1286447,2195.017183,151.2524664,2270.013857
198.2071758,2393.224359,70.52241006,2340.536267
157.5242359,2550.748595,32.76997861,2373.306246
158.4226895,2709.171284,59.9057595,2433.212006
125.6498209,2834.821105,28.23855945,2461.450565
149.9582931,2984.779398,84.61348634,2546.064051
115.0874212,3099.86682,40.12097715,2586.185029
112.109382,3211.976202,49.42580061,2635.610829
87.40621098,3299.382413,22.5460966,2658.156926
70.58013619,3369.962549,10.24926296,2668.406189
58.21660873,3428.179157,4.647612152,2673.053801
48.62497708,3476.804135,2.12897628,2675.182777
68.56739935,3545.371534,42.50512929,2717.687906
64.86217752,3610.233711,39.32448875,2757.012395
49.3215331,3659.555245,18.53913929,2775.551534
38.83554189,3698.390786,8.290799231,2783.842334
31.57744808,3729.968235,3.695024121,2787.537358
27.01064175,3756.978876,2.914767784,2790.452126
23.20168472,3780.180561,2.470466221,2792.922592
26.69410797,3806.874669,12.24562165,2805.168213
21.34119241,3828.215861,6.489575944,2811.657789
18.15069236,3846.366554,4.555320545,2816.21311
15.89223653,3862.25879,3.894876104,2820.107986
18.97698965,3881.23578,10.93923565,2831.047222
15.60877398,3896.844554,6.803197889,2837.85042
13.70936344,3910.553917,5.395254416,2843.245674
12.34094231,3922.89486,4.790157163,2848.035831
11.35342942,3934.248289,4.632788172,2852.668619
10.2654377,3944.513727,4.147977751,2856.816597
9.447975836,3953.961703,3.971828232,2860.788425
8.75567078,3962.717373,3.851496812,2864.639922
8.09856608,3970.815939,3.663207517,2868.30313
7.481826192,3978.297766,3.444055068,2871.747185
9.056106407,3987.353872,6.438930725,2878.186115
7.873900611,3995.227773,4.72111195,2882.907227
7.068184465,4002.295957,3.835631099,2886.742859
8.553659093,4010.849616,6.479941218,2893.2228
7.391495749,4018.241112,4.66433488,2897.887135
6.477059033,4024.718171,3.523146193,2901.410281
6.120761382,4030.838932,3.367399671,2904.77768
7.853020362,4038.691953,6.311732292,2911.089413
6.78266691,4045.47462,4.526174953,2915.615588
5.707164291,4051.181784,3.047321128,2918.662909
5.28652704,4056.468311,2.76792384,2921.430833
5.892099692,4062.360411,4.019099021,2925.449932
5.329593116,4067.690004,3.264768672,2928.7147
4.903283949,4072.593288,2.822316816,2931.537017
4.612354098,4077.205642,2.623978327,2934.160996
4.317190138,4081.522832,2.414838645,2936.575834
4.171192486,4085.694024,2.427413284,2939.003247
4.070891357,4089.764916,2.471176401,2941.474424
3.989669595,4093.754585,2.50689016,2943.981314
4.607000901,4098.361586,3.560653957,2947.541968
4.346845,4102.708431,3.109340623,2950.651309
4.497223865,4107.205655,3.35568012,2954.006989
5.111320501,4112.316976,4.254837577,2958.261826
4.995267993,4117.312244,3.917622796,2962.179449
5.096007954,4122.408252,3.98468343,2966.164133
5.297575008,4127.705827,4.205032472,2970.369165
5.510204587,4133.216031,4.419075624,2974.788241
5.915952808,4139.131984,4.904404739,2979.692645
6.317266312,4145.44925,5.323897848,2985.016543
7.571094144,4153.020344,6.9825899,2991.999133
7.880798595,4160.901143,6.992411044,2998.991544
9.004819925,4169.905963,8.291517245,3007.283061
10.69876287,4180.604726,10.29576752,3017.578829
11.31410861,4191.918834,10.4419085,3028.020737
13.37285156,4205.291686,12.84820275,3040.86894
14.99552537,4220.287211,14.31771668,3055.186657
17.13826294,4237.425474,16.47833321,3071.66499
20.44388669,4257.869361,20.19679836,3091.861788
23.2553413,4281.124702,22.76562235,3114.627411
27.85405005,4308.978752,27.85401478,3142.481426
32.2078677,4341.18662,32.03345268,3174.514878
37.71253918,4378.899159,37.62627697,3212.141155
45.54450555,4424.443665,46.21774849,3258.358904
53.06264277,4477.506308,53.43938786,3311.798292
59.8107358,4537.317043,58.96421018,3370.762502
74.69396487,4612.011008,76.50534701,3447.267849
85.78195812,4697.792966,86.26453981,3533.532389
98.84323795,4796.636204,98.46398272,3631.996371
